Customer_Age ,Customer_income ,Home_ownership,Employment_length,Purpose_of_loan,Loan_risk_grade,Loan_amount ,Interest_rate,Loan_Status,Loan_amount_as_%_of_income,Previous_default_history,Credit_history_length,person_emp_length_clean,loan_int_rate_clean
30,10800,OWN,,EDUCATION,B,2400,9.99,1,0.22,N,7,0,9.99
30,170000,RENT,4,EDUCATION,C,35000,13.06,0,0.21,Y,9,4,13.06
30,81000,RENT,14,DEBTCONSOLIDATION,B,34000,10.59,1,0.42,N,8,14,10.59
30,350000,OWN,3,PERSONAL,A,32000,6.62,0,0.09,N,7,3,6.62
30,340000,MORTGAGE,2,HOMEIMPROVEMENT,F,25000,18.3,0,0.07,N,8,2,18.3
30,11440,OWN,3,MEDICAL,C,1750,12.73,0,0.15,Y,5,3,12.73
30,300000,MORTGAGE,13,EDUCATION,B,4000,10.65,0,0.01,N,10,13,10.65
30,232050,MORTGAGE,14,MEDICAL,E,25000,17.93,1,0.09,Y,9,14,17.93
30,270000,MORTGAGE,7,HOMEIMPROVEMENT,E,35000,19.69,0,0.13,N,8,7,19.69
30,270000,MORTGAGE,14,DEBTCONSOLIDATION,B,21000,11.26,0,0.08,N,6,14,11.26
30,267000,MORTGAGE,7,HOMEIMPROVEMENT,B,25000,10.36,0,0.09,N,9,7,10.36
30,240000,MORTGAGE,8,VENTURE,D,28000,16.49,0,0.12,Y,7,8,16.49
30,240000,RENT,7,PERSONAL,A,18000,7.88,0,0.07,N,10,7,7.88
30,225000,RENT,2,MEDICAL,B,25000,12.42,0,0.11,N,10,2,12.42
30,54000,RENT,13,MEDICAL,B,25000,10.74,1,0.46,N,6,13,10.74
30,210000,MORTGAGE,8,DEBTCONSOLIDATION,B,24000,11.49,0,0.11,N,6,8,11.49
30,198000,MORTGAGE,5,DEBTCONSOLIDATION,E,15000,,1,0.08,Y,9,5,16.82
30,210000,MORTGAGE,2,HOMEIMPROVEMENT,C,24250,12.87,0,0.12,Y,6,2,12.87
30,54383,RENT,5,HOMEIMPROVEMENT,D,25000,15.65,1,0.46,Y,7,5,15.65
30,56952,RENT,3,MEDICAL,B,25000,11.36,1,0.44,N,9,3,11.36
30,65000,RENT,2,DEBTCONSOLIDATION,B,25000,10.38,1,0.38,N,8,2,10.38
30,65000,RENT,15,HOMEIMPROVEMENT,B,25000,,1,0.38,N,5,15,10.99
30,200000,RENT,5,DEBTCONSOLIDATION,B,10000,11.36,0,0.05,N,9,5,11.36
30,200000,MORTGAGE,0,MEDICAL,B,24250,11.48,0,0.12,N,8,0,11.48
30,200000,MORTGAGE,4,MEDICAL,B,6000,11.83,0,0.03,N,5,4,11.83
30,200000,MORTGAGE,0,HOMEIMPROVEMENT,A,10000,8.59,0,0.05,N,7,0,8.59
30,200000,MORTGAGE,5,PERSONAL,B,20000,11.48,0,0.1,N,7,5,11.48
30,69000,RENT,6,EDUCATION,D,25000,14.09,1,0.36,Y,5,6,14.09
30,72000,RENT,5,VENTURE,D,25000,16.32,1,0.35,Y,5,5,16.32
30,75000,RENT,9,PERSONAL,D,25000,15.2,1,0.33,N,5,9,15.2
30,75600,RENT,0,PERSONAL,B,25000,9.99,1,0.33,N,8,0,9.99
30,77000,RENT,7,PERSONAL,B,25000,10.75,1,0.32,N,8,7,10.75
30,190000,RENT,3,DEBTCONSOLIDATION,B,15000,11.48,0,0.08,N,8,3,11.48
30,78000,RENT,4,HOMEIMPROVEMENT,D,25000,,1,0.32,Y,9,4,15.31
30,185000,MORTGAGE,8,VENTURE,B,15000,10.99,0,0.08,N,7,8,10.99
30,14400,OWN,2,VENTURE,B,1000,10.62,0,0.07,N,10,2,10.62
30,14400,OWN,0,HOMEIMPROVEMENT,D,9250,14.96,1,0.64,N,10,0,14.96
30,180000,MORTGAGE,2,DEBTCONSOLIDATION,A,12500,6.03,0,0.07,N,6,2,6.03
30,14400,OWN,0,MEDICAL,D,5000,14.96,1,0.35,N,9,0,14.96
30,180000,MORTGAGE,11,VENTURE,D,28000,14.91,0,0.16,Y,5,11,14.91
30,85000,RENT,3,HOMEIMPROVEMENT,B,25000,12.21,0,0.29,N,6,3,12.21
30,180000,MORTGAGE,14,DEBTCONSOLIDATION,B,20000,11.48,0,0.11,N,8,14,11.48
30,168000,MORTGAGE,8,EDUCATION,A,10000,8.94,1,0.06,N,5,8,8.94
30,96000,RENT,3,PERSONAL,B,25000,,0,0.26,N,6,3,10.99
30,75480,RENT,1,MEDICAL,C,25000,15.27,1,0.28,Y,9,1,15.27
30,102000,RENT,2,VENTURE,B,25000,9.62,0,0.25,N,8,2,9.62
30,175000,MORTGAGE,2,HOMEIMPROVEMENT,A,6000,7.68,0,0.03,N,7,4,7.68
30,15600,MORTGAGE,,DEBTCONSOLIDATION,A,6250,5.79,1,0.4,N,6,0,5.79
30,102213,RENT,3,MEDICAL,D,25000,15.7,1,0.21,N,7,3,15.7
30,135000,RENT,4,PERSONAL,D,25000,15.21,0,0.19,Y,6,4,15.21
30,150000,RENT,3,PERSONAL,E,25000,17.56,0,0.17,N,5,3,17.56
30,165000,MORTGAGE,3,EDUCATION,D,5000,15.62,0,0.03,Y,10,3,15.62
30,150000,RENT,5,DEBTCONSOLIDATION,C,25000,12.53,0,0.17,N,6,5,12.53
30,16000,MORTGAGE,2,MEDICAL,A,7275,5.42,1,0.45,N,10,2,5.42
30,156000,RENT,5,MEDICAL,B,25000,9.88,0,0.16,N,7,5,9.88
30,148000,RENT,0,EDUCATION,D,25000,15.95,1,0.17,N,8,0,15.95
30,170000,RENT,14,EDUCATION,D,25000,15.2,0,0.15,N,8,14,15.2
30,170000,RENT,14,HOMEIMPROVEMENT,D,25000,15.21,0,0.15,N,5,14,15.21
30,148000,RENT,2,EDUCATION,E,22200,19.42,1,0.15,N,8,2,19.42
30,32004,RENT,1,PERSONAL,B,24250,11.12,1,0.76,N,5,1,11.12
30,36000,RENT,3,DEBTCONSOLIDATION,C,24250,12.61,1,0.67,Y,7,3,12.61
30,160000,RENT,0,VENTURE,B,8400,11.89,0,0.05,N,6,0,11.89
30,105000,RENT,4,VENTURE,D,24250,15.65,0,0.23,N,10,4,15.65
30,144600,RENT,14,VENTURE,B,24250,,0,0.17,N,6,14,10.99
30,17280,MORTGAGE,0,PERSONAL,C,2000,,0,0.12,N,7,0,13.48
30,65000,RENT,4,HOMEIMPROVEMENT,A,24000,7.9,1,0.37,N,5,4,7.9
30,18000,MORTGAGE,6,MEDICAL,B,2200,,1,0.12,N,6,6,10.99
30,90000,RENT,3,MEDICAL,B,24000,11.49,0,0.27,N,6,3,11.49
30,85000,RENT,1,PERSONAL,E,24000,16.82,1,0.28,N,8,1,16.82
30,105400,RENT,1,DEBTCONSOLIDATION,C,24000,13.11,0,0.23,Y,6,1,13.11
30,72000,RENT,2,EDUCATION,B,23000,12.18,1,0.32,N,6,2,12.18
30,75000,RENT,5,HOMEIMPROVEMENT,B,22000,10.62,0,0.29,N,10,5,10.62
30,64600,RENT,0,MEDICAL,A,21500,6.91,1,0.28,N,10,0,6.91
30,132000,RENT,14,HOMEIMPROVEMENT,B,21500,10.62,0,0.16,N,8,14,10.62
30,19200,MORTGAGE,2,HOMEIMPROVEMENT,C,4750,13.61,1,0.25,Y,8,2,13.61
30,150000,RENT,2,VENTURE,B,21000,12.62,0,0.14,N,9,2,12.62
30,45000,RENT,3,VENTURE,B,20000,11.86,1,0.44,N,7,3,11.86
30,20000,OWN,14,HOMEIMPROVEMENT,A,3800,6.99,0,0.19,N,5,14,6.99
30,50000,RENT,4,VENTURE,C,20000,13.49,1,0.4,N,10,4,13.49
30,52500,RENT,2,HOMEIMPROVEMENT,B,20000,10.37,1,0.38,N,7,2,10.37
30,58000,RENT,3,PERSONAL,C,20000,14.72,1,0.34,N,5,3,14.72
30,54000,RENT,4,DEBTCONSOLIDATION,D,20000,14.84,1,0.37,Y,9,4,14.84
30,65000,RENT,5,HOMEIMPROVEMENT,B,20000,11.99,1,0.31,N,8,5,11.99
30,63000,RENT,9,PERSONAL,C,20000,13.92,1,0.32,Y,9,9,13.92
30,72000,RENT,5,EDUCATION,C,20000,13.79,0,0.28,N,7,5,13.79
30,69000,RENT,2,VENTURE,E,20000,17.14,1,0.29,Y,7,2,17.14
30,75000,RENT,7,MEDICAL,B,20000,12.18,0,0.27,N,7,7,12.18
30,77000,RENT,7,VENTURE,B,20000,12.42,0,0.26,N,8,7,12.42
30,90000,RENT,2,DEBTCONSOLIDATION,B,20000,11.99,0,0.22,N,9,2,11.99
30,22000,OWN,4,VENTURE,C,2000,13.57,0,0.09,N,9,4,13.57
30,22000,OWN,4,VENTURE,B,6000,11.89,0,0.27,N,8,4,11.89
30,22000,MORTGAGE,1,EDUCATION,B,5375,12.21,0,0.24,N,9,1,12.21
30,106000,RENT,9,DEBTCONSOLIDATION,C,20000,13.22,0,0.19,Y,5,9,13.22
30,110000,RENT,5,VENTURE,D,20000,14.11,0,0.18,Y,5,5,14.11
30,115000,RENT,3,DEBTCONSOLIDATION,B,20000,11.11,0,0.17,N,7,3,11.11
30,100815,RENT,7,MEDICAL,F,20000,18.3,1,0.17,Y,6,7,18.3
30,156000,RENT,0,EDUCATION,A,20000,6.54,0,0.13,N,8,0,6.54
30,180000,RENT,1,EDUCATION,C,20000,14.22,0,0.11,N,10,1,14.22
30,49110,RENT,2,EDUCATION,B,19775,12.42,1,0.4,N,10,2,12.42
30,23000,RENT,1,MEDICAL,B,950,,0,0.04,N,6,1,10.99
30,36432,RENT,1,EDUCATION,D,19000,15.21,1,0.52,Y,5,4,15.21
30,23748,MORTGAGE,,MEDICAL,C,6100,14.27,1,0.26,Y,10,0,14.27
30,60000,RENT,7,PERSONAL,C,18950,15.96,1,0.32,Y,6,4,15.96
30,24000,MORTGAGE,,DEBTCONSOLIDATION,A,7000,6.62,0,0.29,N,10,0,6.62
30,60000,RENT,14,MEDICAL,C,18500,12.99,1,0.31,N,5,14,12.99
30,24000,OWN,11,VENTURE,A,6000,,0,0.25,N,9,11,7.49
30,24000,OWN,0,VENTURE,A,2500,7.29,0,0.1,N,6,0,7.29
30,64000,RENT,1,VENTURE,A,18000,8.38,0,0.28,N,7,4,8.38
30,24000,OWN,,MEDICAL,A,7500,7.88,0,0.31,N,9,0,7.88
30,90000,RENT,14,MEDICAL,A,18000,8.94,0,0.2,N,8,14,8.94
30,101500,RENT,2,HOMEIMPROVEMENT,B,18000,12.18,0,0.18,N,7,2,12.18
30,24000,MORTGAGE,7,HOMEIMPROVEMENT,A,6000,8.94,0,0.25,N,7,7,8.94
30,175000,RENT,1,EDUCATION,A,18000,5.79,0,0.1,N,10,1,5.79
30,168000,RENT,1,DEBTCONSOLIDATION,D,18000,14.46,1,0.11,Y,9,1,14.46
30,55000,RENT,6,EDUCATION,B,17000,,1,0.31,N,9,4,10.99
30,25000,MORTGAGE,,DEBTCONSOLIDATION,B,7000,10.99,0,0.28,N,10,0,10.99
30,83000,RENT,7,PERSONAL,C,16775,11.97,0,0.2,N,5,7,11.97
30,96600,RENT,3,VENTURE,B,16750,10.62,0,0.17,N,5,3,10.62
30,42000,RENT,2,MEDICAL,B,16200,10.25,1,0.39,N,6,2,10.25
30,54000,RENT,2,DEBTCONSOLIDATION,D,16200,15.57,1,0.3,N,10,2,15.57
30,25000,MORTGAGE,10,PERSONAL,A,6400,7.51,0,0.26,N,8,10,7.51
30,40000,RENT,8,DEBTCONSOLIDATION,B,16000,11.48,1,0.4,N,8,8,11.48
30,25056,MORTGAGE,3,HOMEIMPROVEMENT,B,2000,12.42,0,0.08,N,7,3,12.42
30,50000,RENT,4,HOMEIMPROVEMENT,E,16000,16.77,1,0.32,N,5,4,16.77
30,51600,RENT,5,DEBTCONSOLIDATION,C,16000,13.49,1,0.31,N,8,5,13.49
30,54000,RENT,1,EDUCATION,E,16000,17.99,1,0.3,Y,10,1,17.99
30,65000,RENT,0,MEDICAL,C,16000,13.06,0,0.25,N,8,0,13.06
30,25800,MORTGAGE,7,DEBTCONSOLIDATION,A,6000,5.99,0,0.23,N,6,7,5.99
30,68000,RENT,5,EDUCATION,D,16000,14.09,0,0.24,N,5,5,14.09
30,64000,RENT,8,DEBTCONSOLIDATION,D,16000,15.7,1,0.25,Y,5,8,15.7
30,75000,RENT,0,EDUCATION,A,16000,8.9,0,0.21,N,10,0,8.9
30,22800,RENT,5,PERSONAL,B,1000,11.49,0,0.04,N,5,4,11.49
30,24000,RENT,,MEDICAL,C,1000,15.96,0,0.04,Y,7,0,15.96
30,26000,OWN,4,PERSONAL,B,1200,10.99,0,0.05,N,6,4,10.99
30,33000,RENT,4,MEDICAL,C,1000,14.79,0,0.03,N,10,4,14.79
30,35000,RENT,5,PERSONAL,B,1000,10.36,0,0.03,N,6,5,10.36
30,30000,RENT,11,MEDICAL,B,1000,,1,0.03,N,10,11,10.99
30,26400,MORTGAGE,4,MEDICAL,A,5000,7.14,0,0.19,N,6,4,7.14
30,69000,RENT,0,HOMEIMPROVEMENT,A,1000,8.59,1,0.01,N,5,0,8.59
30,100000,RENT,1,MEDICAL,B,1000,11.71,0,0.01,N,7,1,11.71
30,14800,RENT,5,DEBTCONSOLIDATION,A,1200,8,0,0.08,N,9,4,8
30,27000,OWN,,HOMEIMPROVEMENT,A,4200,7.88,0,0.16,N,9,0,7.88
30,27600,MORTGAGE,3,EDUCATION,D,2250,15.62,1,0.08,N,9,3,15.62
30,27996,RENT,9,MEDICAL,C,1500,,0,0.05,Y,8,9,13.48
30,28000,OWN,5,PERSONAL,B,6300,11.99,0,0.23,N,9,5,11.99
30,34000,RENT,2,DEBTCONSOLIDATION,D,1500,14.61,1,0.04,Y,5,4,14.61
30,39000,RENT,,DEBTCONSOLIDATION,A,1500,7.51,1,0.04,N,9,0,7.51
30,28500,MORTGAGE,9,EDUCATION,A,4000,7.74,0,0.14,N,7,4,7.74
30,12000,RENT,,MEDICAL,C,1800,14.35,0,0.15,Y,5,0,14.35
30,28800,MORTGAGE,6,PERSONAL,C,6250,,0,0.22,N,9,6,13.48
30,49000,RENT,14,MEDICAL,B,1800,11.71,0,0.04,N,5,14,11.71
30,42000,RENT,0,VENTURE,B,1850,11.99,0,0.04,N,5,0,11.99
30,31200,RENT,4,MEDICAL,A,1900,5.79,0,0.06,N,10,4,5.79
30,45000,RENT,14,PERSONAL,A,1900,5.79,0,0.04,N,7,14,5.79
30,12996,RENT,1,PERSONAL,E,2000,17.19,1,0.15,N,6,1,17.19
30,29004,OWN,6,HOMEIMPROVEMENT,C,6250,,0,0.22,N,8,4,13.48
30,21240,RENT,,MEDICAL,C,2000,14.22,0,0.09,Y,9,0,14.22
30,28800,RENT,9,MEDICAL,B,2000,11.48,0,0.07,N,10,9,11.48
30,92700,RENT,1,VENTURE,B,15000,11.99,0,0.16,N,5,1,11.99
30,30000,MORTGAGE,6,EDUCATION,B,10000,9.91,0,0.33,N,10,6,9.91
30,120000,RENT,14,MEDICAL,A,15000,6.17,0,0.13,N,8,14,6.17
30,165000,RENT,3,VENTURE,C,15000,13.92,0,0.09,Y,9,3,13.92
30,175000,RENT,3,DEBTCONSOLIDATION,B,15000,11.26,0,0.09,N,8,3,11.26
30,30000,MORTGAGE,3,EDUCATION,A,5100,7.9,0,0.17,N,8,3,7.9
30,42000,RENT,4,DEBTCONSOLIDATION,B,14750,,1,0.35,N,7,4,10.99
30,33000,RENT,2,VENTURE,B,2000,,0,0.06,N,8,2,10.99
30,51600,RENT,12,DEBTCONSOLIDATION,B,2000,9.99,0,0.04,N,5,12,9.99
30,30000,MORTGAGE,1,VENTURE,A,10000,6.99,0,0.33,N,5,1,6.99
30,68803,RENT,3,MEDICAL,A,2000,6.17,0,0.03,N,10,3,6.17
30,69996,RENT,0,EDUCATION,B,2000,10.65,0,0.03,N,9,4,10.65
30,11292,RENT,,MEDICAL,A,2100,6.76,1,0.19,N,6,0,6.76
30,12500,RENT,0,PERSONAL,D,2100,12.49,1,0.17,Y,7,0,12.49
30,33200,RENT,4,VENTURE,A,14000,7.29,1,0.42,N,10,4,7.29
30,40000,RENT,2,MEDICAL,C,14000,12.73,1,0.35,N,8,2,12.73
30,52416,RENT,13,MEDICAL,B,2200,10.99,0,0.04,N,8,13,10.99
30,30000,OWN,14,PERSONAL,A,5000,7.14,0,0.17,N,7,14,7.14
30,42000,RENT,0,VENTURE,B,2250,8.88,0,0.05,N,8,0,8.88
30,39000,RENT,1,MEDICAL,A,2300,8.59,0,0.06,N,8,4,8.59
30,18000,RENT,,EDUCATION,B,2400,11.49,0,0.13,N,10,0,11.49
30,21360,RENT,1,VENTURE,B,2400,10.25,0,0.11,N,9,1,10.25
30,30000,MORTGAGE,3,VENTURE,A,5000,,0,0.17,N,10,3,7.49
30,31200,RENT,7,MEDICAL,D,2400,16.49,0,0.08,Y,6,7,16.49
30,29004,RENT,13,MEDICAL,E,2400,17.93,1,0.08,Y,7,13,17.93
30,39000,RENT,1,DEBTCONSOLIDATION,B,2400,10.99,0,0.06,N,7,1,10.99
30,40000,RENT,6,MEDICAL,A,2400,8.49,0,0.06,N,10,6,8.49
30,34000,RENT,0,MEDICAL,D,2400,15.57,1,0.07,Y,5,0,15.57
30,40800,RENT,7,PERSONAL,B,2400,11.49,1,0.06,N,9,7,11.49
30,52800,RENT,4,PERSONAL,B,2400,9.62,0,0.05,N,7,4,9.62
30,82500,RENT,5,VENTURE,A,2400,8.9,0,0.03,N,5,5,8.9
30,30000,MORTGAGE,1,EDUCATION,C,12000,10.59,0,0.4,Y,6,4,10.59
30,32040,RENT,,EDUCATION,C,13275,,1,0.41,N,5,0,13.48
30,45000,RENT,2,VENTURE,A,13250,7.9,0,0.29,N,10,2,7.9
30,31000,MORTGAGE,14,HOMEIMPROVEMENT,B,2400,10.65,1,0.08,N,5,14,10.65
30,36000,RENT,0,MEDICAL,C,13000,13.61,1,0.36,N,8,0,13.61
30,47000,RENT,2,DEBTCONSOLIDATION,B,13000,9.63,0,0.28,N,5,2,9.63
30,40000,RENT,8,VENTURE,A,2500,5.79,0,0.06,N,10,8,5.79
30,39300,RENT,5,DEBTCONSOLIDATION,D,2500,16.29,1,0.06,Y,10,5,16.29
30,32000,MORTGAGE,4,HOMEIMPROVEMENT,C,6625,14.79,0,0.21,N,10,4,14.79
30,57000,RENT,1,MEDICAL,C,2500,,0,0.04,N,9,1,13.48
30,70000,RENT,4,VENTURE,B,2500,10.36,0,0.04,N,7,4,10.36
30,30000,RENT,6,MEDICAL,C,2800,12.68,0,0.09,Y,7,6,12.68
30,32004,OWN,4,VENTURE,A,5500,8,0,0.17,N,9,4,8
30,32400,MORTGAGE,13,VENTURE,B,6500,,0,0.2,N,5,4,10.99
30,32400,OWN,,EDUCATION,B,3000,10.62,0,0.09,N,9,0,10.62
30,20000,RENT,1,PERSONAL,B,3000,11.49,1,0.15,N,8,1,11.49
30,33000,MORTGAGE,2,DEBTCONSOLIDATION,A,6000,8.49,0,0.18,N,8,2,8.49
30,33000,MORTGAGE,3,EDUCATION,B,5600,10.59,0,0.17,N,9,3,10.59
30,32796,RENT,8,MEDICAL,B,3000,11.49,0,0.09,N,7,4,11.49
30,38400,RENT,,DEBTCONSOLIDATION,C,3000,12.99,0,0.08,N,9,0,12.99
30,33000,MORTGAGE,0,DEBTCONSOLIDATION,C,3000,11.66,0,0.09,N,8,0,11.66
30,40000,RENT,5,MEDICAL,A,3000,7.14,0,0.07,N,7,5,7.14
30,43500,RENT,0,EDUCATION,B,3000,12.42,0,0.07,N,10,0,12.42
30,33300,MORTGAGE,2,MEDICAL,A,1600,7.4,0,0.05,N,5,2,7.4
30,45000,RENT,0,MEDICAL,B,3000,10.62,0,0.07,N,10,0,10.62
30,40750,RENT,2,DEBTCONSOLIDATION,D,3000,15.28,1,0.07,N,10,2,15.28
30,48996,RENT,2,EDUCATION,B,3000,10.36,0,0.06,N,10,2,10.36
30,33600,MORTGAGE,5,EDUCATION,A,9000,6.91,0,0.27,N,6,5,6.91
30,33600,MORTGAGE,12,HOMEIMPROVEMENT,C,3000,13.48,0,0.09,N,9,12,13.48
30,50600,RENT,1,DEBTCONSOLIDATION,C,12000,13.48,0,0.24,N,6,1,13.48
30,52000,RENT,3,DEBTCONSOLIDATION,A,12000,7.91,0,0.23,N,9,3,7.91
30,53000,RENT,4,DEBTCONSOLIDATION,A,12000,6.03,0,0.23,N,7,4,6.03
30,57000,RENT,14,DEBTCONSOLIDATION,A,12000,5.42,0,0.21,N,7,14,5.42
30,58800,RENT,0,DEBTCONSOLIDATION,A,12000,,0,0.2,N,10,0,7.49
30,53196,RENT,14,PERSONAL,A,3000,7.66,0,0.06,N,5,14,7.66
30,35000,OWN,8,MEDICAL,B,10000,10.65,0,0.29,N,6,8,10.65
30,68000,RENT,1,VENTURE,A,3000,5.42,0,0.04,N,9,1,5.42
30,35000,MORTGAGE,14,MEDICAL,A,2000,5.42,0,0.06,N,9,14,5.42
30,70000,RENT,0,MEDICAL,C,3000,13.98,0,0.04,N,9,0,13.98
30,72000,RENT,2,HOMEIMPROVEMENT,B,3000,11.83,0,0.04,N,5,2,11.83
30,78000,RENT,14,VENTURE,C,3000,11.97,0,0.04,N,6,14,11.97
30,80000,RENT,13,DEBTCONSOLIDATION,A,3000,5.79,0,0.04,N,6,13,5.79
30,125000,RENT,2,EDUCATION,C,3000,14.65,0,0.02,Y,10,2,14.65
30,31200,RENT,0,EDUCATION,C,3100,13.35,0,0.1,N,10,0,13.35
30,35000,MORTGAGE,2,HOMEIMPROVEMENT,B,5200,9.88,0,0.15,N,6,2,9.88
30,36000,RENT,2,DEBTCONSOLIDATION,A,3200,7.88,0,0.09,N,10,4,7.88
30,35000,MORTGAGE,,DEBTCONSOLIDATION,B,22750,10.62,0,0.65,N,10,0,10.62
30,43000,RENT,2,MEDICAL,B,3200,11.48,0,0.07,N,9,2,11.48
30,43000,RENT,1,MEDICAL,A,3200,8,0,0.07,N,5,1,8
30,110000,RENT,2,PERSONAL,A,3200,7.49,0,0.03,N,8,2,7.49
30,23000,RENT,5,VENTURE,D,3250,14.11,0,0.14,Y,7,5,14.11
30,35004,MORTGAGE,3,HOMEIMPROVEMENT,B,9500,11.99,0,0.27,N,8,3,11.99
30,26400,RENT,14,DEBTCONSOLIDATION,C,3250,14.35,1,0.12,N,9,14,14.35
30,44760,RENT,1,EDUCATION,B,3300,11.71,0,0.07,N,8,4,11.71
30,25000,RENT,,PERSONAL,B,3500,11.11,0,0.14,N,5,0,11.11
30,36000,MORTGAGE,2,DEBTCONSOLIDATION,B,13500,9.91,0,0.38,N,5,2,9.91
30,36000,MORTGAGE,14,HOMEIMPROVEMENT,B,7000,10.65,0,0.19,N,5,14,10.65
30,36000,MORTGAGE,3,HOMEIMPROVEMENT,B,2400,10.65,0,0.07,N,10,3,10.65
30,30000,MORTGAGE,5,PERSONAL,C,1100,14.65,1,0.04,N,10,5,14.65
30,36000,MORTGAGE,13,MEDICAL,B,5000,10.65,0,0.14,N,9,13,10.65
30,36000,MORTGAGE,1,DEBTCONSOLIDATION,A,15000,6.62,0,0.42,N,9,1,6.62
30,36000,MORTGAGE,11,HOMEIMPROVEMENT,B,6000,,0,0.17,N,6,11,10.99
30,30000,MORTGAGE,3,HOMEIMPROVEMENT,B,4400,11.99,1,0.15,N,5,3,11.99
30,36000,MORTGAGE,9,EDUCATION,B,1750,11.11,0,0.05,N,8,9,11.11
30,36000,MORTGAGE,8,PERSONAL,B,5000,8.88,0,0.14,N,5,8,8.88
30,30000,RENT,1,VENTURE,C,3600,10.28,0,0.12,Y,10,1,10.28
30,35004,RENT,3,PERSONAL,C,3600,12.73,0,0.1,Y,6,3,12.73
30,36000,MORTGAGE,2,VENTURE,A,3000,6.39,0,0.08,N,10,2,6.39
30,36000,MORTGAGE,4,VENTURE,C,5000,13.85,0,0.14,N,5,4,13.85
30,38126,RENT,1,VENTURE,A,11000,7.51,0,0.29,N,8,1,7.51
30,42000,RENT,5,MEDICAL,B,11000,10.36,0,0.26,N,10,5,10.36
30,42000,RENT,2,EDUCATION,B,11000,12.53,0,0.26,N,9,2,12.53
30,36000,MORTGAGE,4,PERSONAL,C,11500,13.57,0,0.32,N,8,4,13.57
30,36000,MORTGAGE,7,MEDICAL,B,15000,11.83,0,0.42,N,5,7,11.83
30,53000,RENT,1,MEDICAL,A,11000,6.62,0,0.21,N,9,1,6.62
30,62304,RENT,3,EDUCATION,D,11000,,0,0.18,N,9,3,15.31
30,138000,RENT,0,VENTURE,A,11000,7.49,0,0.08,N,10,0,7.49
30,40000,RENT,4,VENTURE,C,10800,13.57,1,0.27,N,7,4,13.57
30,26500,RENT,14,DEBTCONSOLIDATION,C,10625,14.27,1,0.4,N,9,14,14.27
30,31000,MORTGAGE,3,EDUCATION,A,13000,7.88,1,0.42,N,8,3,7.88
30,44000,RENT,0,PERSONAL,D,10500,15.58,1,0.24,Y,10,0,15.58
30,31000,MORTGAGE,3,VENTURE,D,12000,14.42,1,0.39,N,5,3,14.42
30,37017,MORTGAGE,3,PERSONAL,A,9000,6.54,0,0.24,N,7,3,6.54
30,37200,MORTGAGE,0,MEDICAL,C,6600,13.49,0,0.18,N,9,0,13.49
30,60000,RENT,1,DEBTCONSOLIDATION,A,3600,8.59,0,0.06,N,9,1,8.59
30,69000,RENT,4,MEDICAL,C,3600,13.99,0,0.05,N,10,4,13.99
30,90000,RENT,14,EDUCATION,D,3600,14.91,0,0.04,N,6,14,14.91
30,110000,RENT,0,DEBTCONSOLIDATION,B,3600,10.71,0,0.03,N,8,0,10.71
30,38000,MORTGAGE,14,PERSONAL,A,6000,6.62,0,0.16,N,5,14,6.62
30,38000,OWN,14,MEDICAL,B,12600,,0,0.33,N,8,14,10.99
30,15000,RENT,2,HOMEIMPROVEMENT,D,4000,13.67,1,0.27,Y,7,2,13.67
30,16500,RENT,0,VENTURE,C,4000,14.22,1,0.24,Y,7,0,14.22
30,19968,RENT,3,DEBTCONSOLIDATION,E,4000,16.45,1,0.2,N,9,3,16.45
30,21300,RENT,1,DEBTCONSOLIDATION,C,4000,12.87,0,0.19,Y,7,1,12.87
30,38220,MORTGAGE,1,DEBTCONSOLIDATION,A,9775,,0,0.26,N,10,1,7.49
30,30000,RENT,1,MEDICAL,C,4000,13.99,0,0.13,Y,6,1,13.99
30,38400,MORTGAGE,14,DEBTCONSOLIDATION,A,16750,7.88,0,0.44,N,5,14,7.88
30,33280,RENT,1,MEDICAL,C,4000,13.79,0,0.12,N,9,1,13.79
30,34000,RENT,0,VENTURE,B,4000,10.95,0,0.12,N,10,0,10.95
30,39000,RENT,6,MEDICAL,C,4000,15.96,0,0.1,N,9,6,15.96
30,39996,RENT,2,DEBTCONSOLIDATION,C,4000,12.99,0,0.1,Y,9,2,12.99
30,34000,RENT,6,DEBTCONSOLIDATION,C,4000,13.49,1,0.12,N,5,6,13.49
30,42000,RENT,1,DEBTCONSOLIDATION,A,4000,7.88,0,0.1,N,6,1,7.88
30,39552,MORTGAGE,2,VENTURE,B,12375,10.37,0,0.31,N,9,2,10.37
30,48000,RENT,7,PERSONAL,A,4000,,0,0.08,N,5,7,7.49
30,39600,MORTGAGE,5,DEBTCONSOLIDATION,B,3000,10.38,0,0.08,N,10,5,10.38
30,39750,MORTGAGE,3,HOMEIMPROVEMENT,B,1425,10.37,0,0.04,N,5,3,10.37
30,39962,MORTGAGE,5,DEBTCONSOLIDATION,B,3200,9.7,0,0.08,N,7,5,9.7
30,39996,MORTGAGE,2,PERSONAL,B,10000,10.75,0,0.25,N,8,2,10.75
30,39996,MORTGAGE,8,MEDICAL,C,10000,12.73,0,0.25,N,6,8,12.73
30,59000,RENT,4,PERSONAL,A,4000,8.94,1,0.07,N,7,4,8.94
30,40000,MORTGAGE,8,HOMEIMPROVEMENT,B,8600,10.65,0,0.21,N,6,8,10.65
